VisitorID,Total_Visits,Total_Purchases,Avg_Time_Spent,Avg_Amount_Spent,Time_Since_Last_Visit,Unique_Shops_Visited,Purchase_to_Visit_Ratio,Last_Visit_Purchase
V2907,7,1,46.987398031062554,665.5240704287315,43,12,0.14,0
V2908,7,1,39.16864375492674,602.2938752664227,19,11,0.14,1
V2909,2,2,39.75545385087473,71.83589723261815,86,15,1.0,1
V2910,5,0,105.7592062384015,264.49413350949595,1,13,0.0,1
V2911,10,1,72.54619411392515,678.7269728707075,19,1,0.1,0
V2912,5,2,71.48407432951672,894.4470139146458,51,5,0.4,0
V2913,7,0,142.31178208159335,575.0918720969375,64,6,0.0,1
V2914,3,4,103.12951897763458,777.9486788808093,63,13,1.33,1
V2915,3,2,68.11971288298737,337.2457848778366,29,10,0.67,0
V2916,5,2,48.38309408204111,375.23114542272253,19,12,0.4,0
V2917,4,0,146.4452596544089,633.9074413530225,43,3,0.0,1
V2918,5,0,97.15196136653292,339.93496283217485,70,11,0.0,1
V2919,6,1,76.94085040154798,176.826388981111,89,15,0.17,0
V2920,5,1,95.89694887453375,649.8765546428765,39,17,0.2,0
V2921,4,1,77.49491020003389,356.26065429756375,23,5,0.25,1
V2922,4,1,105.25853183901529,112.62886844705264,1,5,0.25,1
V2923,7,5,39.142581281599426,732.1139142301197,61,11,0.71,0
V2924,3,4,77.9470671047416,600.9829189155641,79,8,1.33,0
V2925,4,0,58.30032662947998,639.5455450602396,25,11,0.0,0
V2926,6,3,87.63156254924661,651.8263774740692,4,15,0.5,1
V2927,3,2,61.32131093620353,694.09003413126,1,9,0.67,0
V2928,4,2,72.03112121205432,600.6287690128897,40,18,0.5,0
V2929,2,4,73.49135605949688,202.34456283950675,21,6,2.0,1
V2930,7,1,97.74488943438332,282.76151325668565,43,6,0.14,1
V2931,7,4,78.53741049892928,701.3604635583915,10,11,0.57,1
V2932,5,3,59.55333595778479,614.8536313130298,66,3,0.6,0
V2933,3,4,102.38112490790797,473.87386691415355,17,11,1.33,0
V2934,4,1,152.57028446143616,163.17381773799877,13,3,0.25,0
V2935,7,2,79.2774020157638,332.0745193642361,10,18,0.29,0
V2936,5,3,129.07506027951118,439.00438807669747,52,3,0.6,0
V2937,4,1,43.61501831000221,348.99458334991937,10,10,0.25,1
V2938,4,1,67.11311907882623,290.55676874548016,47,4,0.25,1
V2939,6,1,128.852599006312,566.675382570528,9,4,0.17,1
V2940,1,2,96.56004373703117,793.6863452649359,46,1,2.0,1
V2941,6,0,68.46893087174085,628.1997106537423,68,17,0.0,0
V2942,10,5,115.06698385151991,405.12019977162635,54,6,0.5,1
V2943,2,3,58.92985165516446,486.7211026473849,68,4,1.5,0
V2944,6,2,91.95575604526411,623.046405537582,4,9,0.33,0
V2945,4,2,118.09298066995873,380.6650496962406,75,10,0.5,0
V2946,4,2,100.93900180650256,542.7473409024154,1,5,0.5,0
V2947,6,1,165.28386662967313,428.8027018161738,85,8,0.17,1
V2948,5,1,73.0525353287632,424.3372396425385,59,18,0.2,1
V2949,2,0,110.82904954180371,182.50356222853486,25,8,0.0,0
V2950,5,4,116.39253443123545,508.87660207443633,9,18,0.8,1
V2951,3,1,83.42202284999338,581.7577684399218,25,7,0.33,1
V2952,2,4,61.98168567854297,668.6952791032174,82,8,2.0,0
V2953,4,0,124.8287482884332,151.49006494958417,71,7,0.0,0
V2954,4,2,74.8379820022431,690.6048654018543,26,19,0.5,1
V2955,2,1,109.31027577139756,645.4517200140352,56,11,0.5,1
V2956,6,3,102.8297168820413,794.4936349995796,49,11,0.5,1
V2957,6,3,93.77140292975025,427.20400443466013,82,3,0.5,0
V2958,4,1,130.4342830449296,513.7411880961891,65,13,0.25,0
V2959,6,3,100.08753812933854,294.913705028555,61,10,0.5,1
V2960,2,1,108.83510018631732,487.6154140491036,9,6,0.5,0
V2961,3,1,102.12498403650775,436.82579139246195,10,3,0.33,0
V2962,1,2,92.28599007302496,530.4068997675146,11,10,2.0,0
V2963,4,2,78.56959608097212,491.399798434659,85,2,0.5,1
V2964,5,3,89.41596625149828,662.3175485521541,36,1,0.6,1
V2965,4,2,108.5301362714915,459.26975787021973,56,12,0.5,0
V2966,6,4,104.12545812955156,754.6199477660391,32,4,0.67,0
V2967,4,0,107.91490521598521,50.0,83,11,0.0,0
V2968,5,2,203.28731553836036,758.6168821728417,72,1,0.4,0
V2969,6,0,74.96885338953231,224.26397027627718,35,16,0.0,1
V2970,3,1,42.45637752883104,664.4741959338035,86,6,0.33,0
V2971,4,2,77.7272492541231,635.1237404953267,4,15,0.5,0
V2972,8,2,79.3193084890319,285.44955649274294,62,10,0.25,1
V2973,4,2,103.19180834453303,744.6881384918665,63,8,0.5,0
V2974,7,2,82.4306595969904,262.9745552925416,8,17,0.29,1
V2975,4,5,111.95813553519895,235.99505596902839,76,13,1.25,1
V2976,5,2,66.97898991791635,410.37312810324016,69,9,0.4,0
V2977,2,3,107.32991378846481,419.9768366647233,61,6,1.5,0
V2978,9,1,46.38857393655424,378.83277819089585,63,17,0.11,0
V2979,1,2,89.84213358898744,514.0164896462263,61,2,2.0,0
V2980,5,1,65.66726214118066,574.0708247852051,37,18,0.2,1
V2981,4,1,79.17968511835797,483.94355306187833,4,16,0.25,1
V2982,3,4,28.462256471209493,267.3691469775241,56,6,1.33,0
V2983,7,0,115.68480790145153,329.48565046097565,43,3,0.0,1
V2984,4,0,78.55125467049004,921.5370815417323,21,3,0.0,0
V2985,3,3,86.66243844714336,289.9340049766354,58,14,1.0,0
V2986,6,2,102.50567327934193,297.4905747555989,16,10,0.33,0
V2987,4,4,68.07329623240915,189.59784309889636,53,10,1.0,1
V2988,3,1,75.21464663618998,694.0283944548963,18,2,0.33,0
V2989,6,2,36.99511401690193,692.0569140771352,57,7,0.33,0
V2990,6,2,80.28596722376537,579.4217637679006,38,14,0.33,1
V2991,3,2,136.25871364960184,757.3475763205053,32,17,0.67,0
V2992,6,3,98.19073161707117,355.3979758137785,19,17,0.5,1
V2993,6,0,44.89218420188456,269.1123233304349,84,10,0.0,0
V2994,2,2,102.70957211814418,555.1780079736169,48,3,1.0,0
V2995,8,1,128.4195814086415,594.5978336075336,74,17,0.12,0
V2996,3,3,59.67134338268927,538.081847252041,26,13,1.0,1
V2997,10,1,83.53377663562976,438.1402924314949,82,16,0.1,0
V2998,4,1,84.46770601363993,705.5876040356957,45,3,0.25,0
V2999,4,1,93.64602213438806,491.2765557178537,45,15,0.25,0
V3000,3,4,93.41755056757944,550.6080980214359,15,7,1.33,1
V3001,8,0,108.95351771208489,494.23819531799893,18,13,0.0,1
V3002,7,1,86.20028967123216,401.5278102672474,31,7,0.14,1
V3003,8,2,127.00386620051627,287.3912864814997,15,11,0.25,1
V3004,3,4,32.32025641613567,584.3142776267043,15,14,1.33,0
V3005,6,3,55.51596971510622,67.31354244105034,65,11,0.5,1
V3006,6,1,134.60052925225915,373.08063800854404,87,19,0.17,0
V3007,7,1,75.68183778913978,399.95836582986453,46,7,0.14,0
V3008,3,1,106.69046908197055,257.3440578319343,75,2,0.33,1
V3009,8,1,86.07481081266033,441.549894880208,16,3,0.12,1
V3010,8,3,118.35322917537239,589.3049539180847,55,2,0.38,1
V3011,5,3,102.39541929388058,525.6753797875829,30,5,0.6,0
V3012,11,2,169.13157875938683,385.0944262494463,41,18,0.18,0
V3013,2,2,89.27759587955558,623.6841686803614,67,16,1.0,0
V3014,3,4,77.46977904051167,552.7219122785464,17,3,1.33,0
V3015,4,1,128.34307530833996,270.98856769758873,26,15,0.25,1
V3016,4,1,110.39570590054362,344.76189774853634,73,13,0.25,0
V3017,8,0,65.72057949594591,217.66146038260723,81,6,0.0,0
V3018,4,1,116.2199824197,430.1441370992537,64,16,0.25,1
V3019,9,3,96.07837055985017,366.23931794277183,58,11,0.33,0
V3020,8,4,92.61221002834499,454.21642460338535,75,14,0.5,0
V3021,4,3,103.09185250124463,886.8570789060503,86,15,0.75,1
V3022,7,1,114.33596693406187,172.88565864020796,3,5,0.14,0
V3023,2,3,95.70116308261922,120.66547049794679,28,6,1.5,0
V3024,6,1,82.0899923530336,799.069321470639,4,15,0.17,0
V3025,7,4,152.6597326054266,605.3915837253419,40,19,0.57,0
V3026,5,4,88.7956386729692,695.2042500988562,75,11,0.8,1
V3027,8,3,130.10953738278715,431.020273541802,57,6,0.38,1
V3028,5,0,73.13164908700728,637.7048600039643,65,11,0.0,1
V3029,6,2,64.62061055210516,474.7852446702835,47,8,0.33,0
V3030,3,1,119.10302203303661,673.357979717381,80,12,0.33,0
V3031,5,1,82.3891190546716,703.494113354727,34,17,0.2,0
V3032,5,1,31.805930339163226,684.7058256812544,45,1,0.2,0
V3033,3,0,83.84830050111879,369.1035565713945,32,10,0.0,1
V3034,7,3,105.21020967937729,518.4670936537378,44,14,0.43,1
V3035,5,1,69.10883000254356,308.29836815365434,11,7,0.2,0
V3036,6,2,65.4254858921066,610.6055323391081,36,18,0.33,0
V3037,3,2,95.80070889053376,567.8690697883234,13,9,0.67,0
V3038,5,0,55.76728448920743,181.40026664393883,57,16,0.0,0
V3039,4,2,99.21183755823334,591.8235315212322,84,10,0.5,0
V3040,2,2,121.06328246972723,587.1936681840193,25,12,1.0,0
V3041,5,1,129.02017518958147,613.5101550839505,70,9,0.2,1
V3042,6,4,70.4684917762928,509.2690862961317,37,14,0.67,1
V3043,3,4,143.3873001594368,612.9647669208837,4,2,1.33,0
V3044,6,2,107.61944238353594,562.8669589670963,26,10,0.33,0
V3045,6,7,69.84896581749288,321.8505849144665,82,10,1.17,0
V3046,4,1,77.35027644977126,626.2229137962547,13,2,0.25,1
V3047,5,2,69.04692653509031,309.44047593930753,72,6,0.4,0
V3048,3,3,28.409519371803825,286.34787005727776,51,11,1.0,0
V3049,3,2,132.62591345897258,542.2705851236938,47,9,0.67,1
V3050,4,3,96.50380091035501,50.0,33,3,0.75,1
V3051,3,5,109.49756534925625,366.4929551184606,80,19,1.67,0
V3052,5,2,92.98477652607981,437.3340503908847,42,11,0.4,1
V3053,7,0,44.64866306173686,764.9104974675406,31,4,0.0,0
V3054,5,2,100.3748048049219,456.9053707613138,40,15,0.4,1
V3055,6,2,118.68094725516056,885.1902360862712,87,12,0.33,1
V3056,1,4,118.4783739592871,202.13834244252837,16,4,4.0,0
V3057,2,1,122.7694352295081,594.3425280441721,56,15,0.5,0
V3058,7,0,91.51181863727489,629.8404852283222,74,17,0.0,1
V3059,10,2,18.958382218172332,315.9544313175947,36,18,0.2,0
V3060,4,1,110.36932680288194,481.9902014734811,85,5,0.25,1
V3061,6,0,92.14471307326832,479.0079693898321,80,10,0.0,0
V3062,6,3,149.83871307770062,717.384240409102,56,9,0.5,1
V3063,6,4,146.85149981861966,211.6039017988673,48,18,0.67,0
V3064,8,6,123.01140685695736,875.8303291545137,80,12,0.75,0
V3065,4,1,48.7025415033471,120.05928279541621,58,8,0.25,1
V3066,9,2,56.741142882588846,584.753919406744,15,11,0.22,0
V3067,3,4,105.67247779612514,325.2852137103672,72,4,1.33,1
V3068,7,0,55.03894149511505,595.3986520923938,15,9,0.0,0
V3069,6,1,116.52585904781324,367.7508721044421,21,4,0.17,0
V3070,6,2,117.76792633871374,769.205214665836,64,18,0.33,1
V3071,4,4,136.82931874473587,520.1076453374491,85,14,1.0,1
V3072,5,4,122.79572230506412,416.11458030484926,7,14,0.8,1
V3073,3,2,78.38267428412153,275.7872547463327,52,1,0.67,1
V3074,6,1,88.06596225093055,577.5750095802628,19,9,0.17,1
V3075,4,2,64.58399301186259,590.0715987970651,86,6,0.5,1
V3076,3,2,98.01834901274864,427.39905215473993,46,18,0.67,1
V3077,1,1,24.73925779716177,505.8771675412114,38,11,1.0,0
V3078,2,2,81.21219803769776,556.5029691164984,13,7,1.0,1
V3079,4,2,110.97074429848128,628.2273213139691,44,8,0.5,1
V3080,5,2,108.4966911032415,300.3350584407903,22,3,0.4,1
V3081,8,2,116.03096161188513,407.8801358556756,71,11,0.25,0
V3082,8,4,58.220157803404035,622.1984218142932,35,11,0.5,0
V3083,2,4,51.483174703549636,478.8189867823718,3,2,2.0,1
V3084,2,1,107.88416296909267,124.68285868910908,16,15,0.5,0
V3085,3,2,61.36235167315051,818.4401349113011,45,15,0.67,0
V3086,5,3,54.86007121233747,669.2925364463366,16,5,0.6,0
V3087,6,2,96.42639330098615,150.21009132325196,66,8,0.33,0
V3088,6,5,89.194125906616,368.6606823934147,81,16,0.83,1
V3089,4,1,161.65636133446287,814.5235134444254,38,12,0.25,0
V3090,5,1,101.1565380660115,591.1206267078335,24,14,0.2,0
V3091,4,2,95.19630507075438,211.53607686759727,86,13,0.5,0
V3092,5,1,73.25335411277212,108.27532989391699,50,9,0.2,1
V3093,8,2,114.80987887585378,147.47582393991047,87,7,0.25,1
V3094,5,0,89.09543769426497,401.8856038284439,83,17,0.0,0
V3095,9,1,74.43402253849612,633.7716387184288,57,2,0.11,0
V3096,4,1,83.74800542847149,193.04044946427285,56,8,0.25,0
V3097,8,0,79.98423549533616,613.9568843454313,86,13,0.0,1
V3098,2,0,87.59590749749515,324.2985222145272,81,8,0.0,0
V3099,3,0,157.6175121764621,128.4102642168508,66,18,0.0,0
V3100,2,3,109.25096003163495,430.3748301817179,78,13,1.5,0
V3101,2,1,84.4802776690669,894.7383780670884,77,8,0.5,0
V3102,4,2,88.29410109147221,768.7043893361399,81,16,0.5,0
V3103,4,2,48.17131148597439,400.18864329549217,73,3,0.5,1
V3104,7,3,35.8339709414034,541.4597457190555,62,15,0.43,1
V3105,4,0,112.35756253258951,383.62781663078306,14,10,0.0,0
V3106,7,1,111.7548589160383,106.17284222345484,66,18,0.14,0
V3107,7,3,102.16029439986247,378.1967520254594,60,19,0.43,1
V3108,8,2,134.59003688138543,627.7090605431974,21,2,0.25,0
V3109,5,3,96.5741346765822,264.6446099450785,35,10,0.6,0
V3110,5,3,114.4842748140393,714.1737800448805,30,16,0.6,0
V3111,2,0,87.79160679774891,722.8602427845586,81,8,0.0,1
V3112,3,2,15.033792752381672,409.79343323284206,39,7,0.67,1
V3113,2,2,124.98324629541335,522.2168258508048,25,4,1.0,0
V3114,4,0,60.90040787109225,760.3869285860312,44,9,0.0,0
V3115,5,1,97.75718808286169,572.6037111550422,59,2,0.2,0
V3116,5,0,68.90305468645698,791.8271623204871,6,16,0.0,0
V3117,3,1,97.98611027305452,149.11471433996246,3,7,0.33,0
V3118,5,1,140.09275265771623,383.6476544524266,36,15,0.2,1
V3119,8,0,107.94294446816357,434.45391836651294,1,5,0.0,0
V3120,6,2,114.43768762958422,748.7388197913626,34,1,0.33,0
V3121,6,1,84.737068373712,500.17913341636034,65,5,0.17,1
V3122,3,1,81.44105202567323,352.40663553096795,26,13,0.33,1
V3123,5,0,80.94874242920667,477.7721396382995,18,13,0.0,0
V3124,4,3,112.92512537211832,603.9937214774983,36,18,0.75,1
V3125,4,5,90.89832069919123,436.89971201020245,6,2,1.25,0
V3126,1,0,110.74605162626105,667.6294643897453,75,18,0.0,1
V3127,8,0,84.68205188605535,523.2876256661548,44,10,0.0,0
V3128,5,1,120.45712739411546,439.56874839089255,40,3,0.2,0
V3129,7,5,110.85500058813201,735.8055200682304,30,10,0.71,0
V3130,7,3,93.37638103665847,787.7468781727796,78,9,0.43,0
V3131,2,3,110.44037509806586,733.7043502795314,74,3,1.5,0
V3132,5,4,121.00605838729234,338.7187872077828,31,6,0.8,0
V3133,6,0,145.60292148221566,738.2982537685621,58,11,0.0,0
V3134,6,1,68.95410685802776,700.3227669405164,55,6,0.17,0
V3135,1,1,116.45749929161212,271.00330706350303,36,5,1.0,0
V3136,5,1,110.60392264636407,433.03686182083004,79,14,0.2,0
V3137,7,2,117.79225828444136,748.9094319288446,30,2,0.29,0
V3138,5,1,76.03176992382267,691.079502041298,48,1,0.2,0
V3139,4,1,93.09119324634314,394.9730109255072,78,5,0.25,0
V3140,6,0,75.90084902305742,282.4230535290187,87,8,0.0,0
V3141,3,2,100.53076772003335,759.9944554550124,17,10,0.67,1
V3142,2,3,64.08973285062608,612.5081739849453,27,19,1.5,0
V3143,3,3,130.8914710722843,507.24222620151113,63,3,1.0,1
V3144,3,3,94.16181932443507,339.6416142921486,77,18,1.0,0
V3145,9,2,141.75517266348731,643.9593901983465,14,7,0.22,0
V3146,6,2,70.19740646740478,292.8323234591552,26,13,0.33,0
V3147,4,3,96.04041774809984,319.13689457859755,43,14,0.75,1
V3148,4,2,93.08875486165915,580.3420119990167,75,18,0.5,1
V3149,6,3,109.96526837058485,697.9013523989518,1,12,0.5,0
V3150,5,1,112.74192258599564,528.5046595408588,24,8,0.2,0
V3151,4,4,50.085017138138205,427.52640771308575,20,18,1.0,1
V3152,6,2,125.63960108093096,677.3791925498691,72,6,0.33,1
V3153,4,3,116.75266325300959,268.95861828194177,8,12,0.75,1
V3154,8,1,45.10755990484505,309.8640551537169,30,3,0.12,0
V3155,4,3,133.22419576335278,717.3177220210692,18,3,0.75,0
V3156,1,1,52.12101595199848,263.60297814512876,77,16,1.0,0
V3157,3,1,98.32197249659082,143.19093275065654,83,17,0.33,0
V3158,6,6,81.13228227617219,302.5430851819086,13,16,1.0,0
V3159,6,2,84.58943025859321,717.5168570520152,48,13,0.33,1
V3160,5,3,79.71052977329975,678.6834532095302,60,13,0.6,0
V3161,7,3,105.7089981106464,207.28360728262805,26,12,0.43,0
V3162,4,2,63.41433611161273,335.94595181754795,9,2,0.5,0
V3163,5,2,118.22331624961654,202.3965562105434,53,14,0.4,0
V3164,4,1,106.06196666287013,627.310246552036,71,10,0.25,0
V3165,6,2,85.15406020212387,255.36684852191246,9,19,0.33,1
V3166,11,5,116.34297631292692,590.1565550045694,26,5,0.45,1
V3167,5,2,74.76750879999025,458.6499155235074,33,16,0.4,0
V3168,4,1,88.76756091052378,518.7712871448362,33,5,0.25,1
V3169,3,3,44.98679151286175,164.46689179166395,52,2,1.0,1
V3170,6,1,73.25719532875257,678.4848890897387,40,6,0.17,1
V3171,2,2,63.7376295350121,809.2973557181963,4,12,1.0,0
V3172,5,3,37.2799340258131,796.0638344564911,28,13,0.6,1
V3173,3,2,85.32116025273655,512.8186384121723,54,13,0.67,1
V3174,5,0,86.58476053536695,90.23327595905005,68,14,0.0,0
V3175,8,1,98.90905187697146,427.5257263051774,49,19,0.12,0
V3176,4,3,107.32262681372102,553.69292212356,6,15,0.75,1
V3177,7,4,83.21642748469387,526.8412000302533,33,3,0.57,0
V3178,8,1,104.9351093136732,190.9056771937573,5,9,0.12,1
V3179,11,5,116.85593688454928,642.2558818268997,83,10,0.45,0
V3180,4,1,122.93852449507906,654.2166073581867,18,7,0.25,0
V3181,3,1,107.34039558383269,654.7371037300836,3,14,0.33,1
V3182,9,5,104.65616492006,356.586924364223,2,17,0.56,0
V3183,6,1,60.45795022571453,210.19492396933674,65,14,0.17,0
V3184,4,2,114.27051487865572,402.2389571770642,35,10,0.5,0
V3185,6,4,60.24151917939453,735.8124063019764,51,5,0.67,0
V3186,6,1,99.66974196323865,306.33805886534157,68,18,0.17,1
V3187,2,2,109.8956161224478,326.36308598918157,35,17,1.0,1
V3188,10,0,102.93619178920724,287.8503544200672,72,18,0.0,0
V3189,5,2,11.048002052345879,415.99050963594516,44,4,0.4,0
V3190,5,3,114.15164116291933,582.9851656648189,29,1,0.6,0
V3191,3,1,135.267751668375,635.435050710215,36,13,0.33,1
V3192,5,2,42.468363033325616,247.609880197538,78,10,0.4,0
V3193,6,3,95.32142903389484,702.4007141103488,42,15,0.5,0
V3194,7,0,84.35726026042458,730.5639232926279,7,5,0.0,1
V3195,4,0,91.37115398983552,442.85297654812797,13,18,0.0,1
V3196,1,3,128.52545163876832,222.6761286368416,22,4,3.0,0
V3197,6,1,97.21322588759465,751.3597251185154,57,1,0.17,1
V3198,10,2,60.63679290235997,575.0194594069953,45,10,0.2,0
V3199,4,2,70.05031736195757,880.7503496813856,54,17,0.5,0
V3200,4,1,66.76025799750525,212.15248811602635,2,3,0.25,1
V3201,9,2,33.920308628075404,558.2380962622834,72,4,0.22,0
V3202,6,1,73.5292692096015,793.5271578098121,57,12,0.17,1
V3203,5,3,110.27816643061641,593.0061821876518,85,11,0.6,0
V3204,11,5,99.9923497889505,62.99023009624028,84,3,0.45,0
V3205,5,1,95.14047864209586,82.36663182091706,75,11,0.2,0
V3206,6,3,81.33824748239924,859.5022724796652,34,3,0.5,1
V3207,6,0,87.798019565002,376.8968007334455,44,4,0.0,0
V3208,2,1,106.19418458605656,595.4707606340099,69,3,0.5,0
V3209,7,2,115.45646926196882,239.94169832539598,53,12,0.29,0
V3210,3,2,98.99584724624306,386.20652964478535,62,12,0.67,0
V3211,1,0,57.422772048426076,690.8112047717959,33,17,0.0,1
V3212,5,2,77.1263624352849,556.5210334841329,76,8,0.4,1
V3213,4,0,103.10967549584566,409.98104588122374,69,10,0.0,0
V3214,7,2,70.07032878236019,659.6814498572359,1,16,0.29,0
V3215,4,3,71.48178116889548,488.80805755192495,35,19,0.75,1
V3216,4,3,110.98957500388383,700.2510651384797,25,15,0.75,1
V3217,4,2,113.736070712605,414.0876114652397,4,11,0.5,0
V3218,2,5,61.199541778638164,558.9158520408192,73,7,2.5,0
V3219,6,2,49.3968018040873,899.7970653887946,67,7,0.33,0
V3220,4,3,53.736529444251126,531.5496290855807,84,18,0.75,0
V3221,7,0,110.06957300859531,638.6094215582596,10,19,0.0,0
V3222,4,1,64.68323362834315,150.55979833564083,20,16,0.25,1
V3223,5,1,73.91029930621553,529.3380070546527,40,3,0.2,0
V3224,6,1,53.001787480706874,540.9532548070239,67,6,0.17,1
V3225,6,2,90.42995757261554,257.6068394670187,75,1,0.33,0
V3226,6,1,82.93900869581701,445.8515188413958,15,1,0.17,1
V3227,6,5,103.2954313072582,441.95096736942713,28,15,0.83,1
V3228,4,0,100.27644820921111,277.9417272062732,35,11,0.0,0
V3229,4,0,31.619318898853216,398.44819717804614,7,10,0.0,0
V3230,9,2,100.58058516531129,922.5807135207833,54,3,0.22,0
V3231,4,2,87.40968954344338,504.4597344226966,42,4,0.5,1
V3232,9,0,126.95968951393638,562.4637849867865,38,12,0.0,0
V3233,4,3,65.2964792407741,877.1314668110003,83,6,0.75,1
V3234,5,2,106.4925696264004,50.0,64,19,0.4,0
V3235,4,0,92.72280540045189,930.8034054937079,57,16,0.0,1
V3236,6,3,64.34088990177841,649.1431171847488,29,10,0.5,0
V3237,5,5,121.95300001387484,253.6874834638741,66,6,1.0,0
V3238,3,1,102.03391576938351,251.94319643032742,83,5,0.33,0
V3239,7,2,79.72006134209178,659.5125214037209,73,10,0.29,0
V3240,7,0,63.994535059916984,655.1124471037614,6,12,0.0,1
V3241,4,1,124.6384016859135,586.9002476019963,81,18,0.25,0
V3242,6,3,115.7736750487487,310.4906248882802,2,3,0.5,1
V3243,2,0,90.333135773906,546.9285712822575,39,5,0.0,1
V3244,3,3,89.53191874428201,371.0955930891108,6,3,1.0,1
V3245,7,2,56.364009287145514,445.31877075388,14,3,0.29,0
V3246,6,3,131.13356136498084,302.7488712983859,18,9,0.5,0
V3247,5,2,56.514006253777296,364.43739036087914,70,4,0.4,0
V3248,4,3,117.14625332609656,79.20631038703488,76,17,0.75,0
V3249,3,1,150.6003009362148,800.6648194522099,22,7,0.33,0
V3250,7,1,66.9542605447058,331.25668105932175,78,13,0.14,0
V3251,4,0,75.08173159770728,774.3654185298365,13,12,0.0,0
V3252,7,2,66.33619886649333,409.05979946596506,73,18,0.29,0
V3253,6,0,127.24073235194173,381.0502385619295,10,15,0.0,0
V3254,4,2,93.88540560457368,82.60393662882154,27,5,0.5,1
V3255,7,3,45.619167482458614,881.0880492555909,14,1,0.43,1
V3256,3,4,57.610755901044485,709.8793945946575,9,9,1.33,0
V3257,6,1,109.90197115475888,310.6988392234609,9,9,0.17,1
V3258,4,0,67.96113404494929,684.0022203217053,57,13,0.0,0
V3259,5,2,37.03543422122407,714.1501188055731,35,11,0.4,0
V3260,4,2,106.87377879405395,540.7512581400855,26,9,0.5,0
V3261,3,3,101.07699686572981,534.7109100726163,41,5,1.0,0
V3262,5,4,67.2415815981062,497.4653634563008,67,14,0.8,0
V3263,5,3,79.49306113209045,343.4203864280527,30,16,0.6,0
V3264,5,4,80.08224313347323,419.623662325747,29,2,0.8,1
V3265,4,3,84.18206245090605,306.6644350772917,84,15,0.75,0
V3266,3,0,130.95286699060262,706.7547120106572,68,17,0.0,0
V3267,4,2,112.17725661988783,831.9120943050069,14,5,0.5,0
V3268,8,1,107.49678745163159,572.534076570122,52,10,0.12,0
V3269,7,1,87.26673626525987,395.20025284522563,39,15,0.14,0
V3270,3,0,67.14054400014797,410.85147539500605,21,4,0.0,0
V3271,4,2,133.2193954569456,570.9145703458879,71,4,0.5,1
V3272,3,2,89.54604508478154,611.7832860140344,6,7,0.67,0
V3273,6,0,61.3182999557655,529.0384058560304,55,1,0.0,1
V3274,4,0,180.49801559264483,356.04787023270376,40,2,0.0,1
V3275,6,1,96.86161951078205,734.3890249305625,70,19,0.17,1
V3276,2,2,55.87232393783638,525.1753617704431,25,4,1.0,0
V3277,5,5,116.4266536108668,592.2233792632653,4,1,1.0,0
V3278,7,5,118.94766380231952,79.0017357224632,89,1,0.71,0
V3279,5,2,77.96082955246318,456.4322487185775,82,3,0.4,1
V3280,3,2,63.189436694777,642.0845890774037,34,18,0.67,1
V3281,5,4,82.20080846753572,252.92523443826332,89,3,0.8,0
V3282,6,1,110.46526677755547,150.61203541771414,22,3,0.17,1
V3283,3,2,113.88769334279004,726.2963626286314,56,13,0.67,1
V3284,1,1,71.72596368962839,525.1659291290687,46,1,1.0,0
V3285,5,5,132.33721146914343,540.1588371272212,56,13,1.0,1
V3286,3,3,44.31136585495839,580.4189056287423,78,5,1.0,1
V3287,4,3,72.01266223149442,551.749724499556,75,17,0.75,0
V3288,4,3,86.39313929086065,50.0,27,11,0.75,0
V3289,7,1,80.7071948192177,418.6732978238622,35,10,0.14,0
V3290,4,1,74.55276474361065,471.3618378266592,16,15,0.25,1
V3291,1,1,128.06506790116129,532.3024497171417,20,13,1.0,1
V3292,4,1,85.79265287030185,505.2814994732559,15,10,0.25,1
V3293,3,4,101.27896648121593,413.969580554881,78,9,1.33,1
V3294,6,1,99.85825772623996,676.2050829614928,72,7,0.17,1
V3295,2,0,100.94276185353058,443.0299343947909,24,10,0.0,1
V3296,6,1,84.9723633274569,536.9476678875872,62,9,0.17,0
V3297,8,0,35.91479226185125,819.1311458486706,80,13,0.0,0
V3298,6,4,117.06679248049794,212.31352848711322,44,16,0.67,1
V3299,10,2,87.51517988726286,50.0,14,2,0.2,1
V3300,6,2,75.97690965105322,568.5731624786836,73,8,0.33,0
V3301,5,0,76.03825237570581,617.4204298037209,77,7,0.0,0
V3302,5,3,99.14201717033052,935.4730020781637,51,2,0.6,1
V3303,2,1,74.98620268941666,506.4331930314604,22,1,0.5,1
V3304,3,4,83.45029669639274,464.77220520303587,32,4,1.33,0
V3305,2,1,110.81325238872026,394.75018495098607,80,6,0.5,1
V3306,5,4,96.11317503439211,717.0051482924429,25,2,0.8,0
V3307,1,1,63.67669541122254,601.8147821371346,49,7,1.0,0
V3308,5,2,106.50303281467929,664.1416770867557,23,10,0.4,0
V3309,4,1,80.9604542990209,555.3292287202199,37,9,0.25,1
V3310,3,3,115.27173751556232,671.4364743070674,3,2,1.0,0
V3311,5,3,78.49193048115859,780.8741477111164,60,15,0.6,0
V3312,1,1,94.48657746187422,619.1692182188164,59,15,1.0,1
V3313,10,1,107.95267102411147,392.0634356094639,23,16,0.1,1
V3314,1,0,64.00193383260462,306.79595948318274,33,2,0.0,0
V3315,13,3,111.45821970858003,531.0707462547459,54,17,0.23,0
V3316,4,1,140.99803555952644,802.6927387097379,39,11,0.25,0
